"external_gene_name"	"length"	"biotype"	"protein_coding"	"antisense"	"processed_pseudogene"	"transcribed_processed_pseudogene"	"X3prime_overlapping_ncRNA"	"lincRNA"	"retained_intron"	"sense_intronic"	"sense_overlapping"	"miRNA"	"piRNA"	"rRNA"	"siRNA"	"snRNA"	"snoRNA"	"tRNA"	"vaultRNA"	"macro_lncRNA"	"bidlncRNA"
"gen11453 "	" KIFC3 "	104836	" protein_coding "	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
"gen11454 "	" CDH11 "	182359	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11455 "	" ZSCAN32 "	18984	" protein_coding "	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11456 "	" PDPK1 "	65224	" protein_coding "	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"gen11457 "	" TIGD7 "	6897	" protein_coding "	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11458 "	" TBX6 "	6094	" protein_coding "	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11459 "	" PPP4C "	9399	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11460 "	" ALDOA "	6293	" protein_coding "	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11461 "	" HIRIP3 "	4115	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11462 "	" TAOK2 "	18620	" protein_coding "	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11463 "	" TMEM219 "	32167	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11464 "	" CTF1 "	6953	" protein_coding "	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"gen11465 "	" PRSS53 "	6203	" protein_coding "	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11466 "	" CARHSP1 "	16070	" protein_coding "	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11467 "	" TXNDC11 "	63798	" protein_coding "	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11468 "	" NMRAL1 "	34083	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11469 "	" UBALD1 "	6144	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11470 "	" C16orf89 "	21988	" protein_coding "	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11471 "	" C16orf87 "	34804	" protein_coding "	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11472 "	" HEATR3 "	40446	" protein_coding "	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11473 "	" ZKSCAN2 "	21930	" protein_coding "	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11474 "	" KDM8 "	18273	" protein_coding "	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11475 "	" ZNF689 "	21454	" protein_coding "	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11476 "	" PRR14 "	5723	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11477 "	" FBRS "	12383	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"gen11478 "	" PHKG2 "	12906	" protein_coding "	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11479 "	" COX6A2 "	697	" protein_coding "	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11480 "	" MPV17L "	17514	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11481 "	" NTAN1 "	18226	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11482 "	" SMG1 "	121601	" protein_coding "	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11483 "	" SNX29P1 "	9416	" unprocessed_pseudogene "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11484 "	" IRX6 "	7000	" protein_coding "	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11485 "	" AMFR "	64086	" protein_coding "	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11486 "	" RSPRY1 "	54338	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11487 "	" AMDHD2 "	11065	" protein_coding "	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11488 "	" PAQR4 "	4244	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11489 "	" FLYWCH2 "	16196	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11490 "	" ZNF75A "	13446	" protein_coding "	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11491 "	" ADCY9 "	162798	" protein_coding "	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"gen11492 "	" GPT2 "	46919	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11493 "	" BRD7 "	55447	" protein_coding "	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11494 "	" ZNF319 "	5785	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11495 "	" C16orf71 "	15124	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11496 "	" PRKCB "	384665	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11497 "	" TK2 "	44541	" protein_coding "	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11498 "	" ATF7IP2 "	157204	" protein_coding "	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11499 "	" C16orf45 "	190733	" protein_coding "	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11500 "	" MARF1 "	48780	" protein_coding "	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11501 "	" SCNN1G "	34168	" protein_coding "	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11502 "	" DCTN5 "	36063	" protein_coding "	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11503 "	" PLK1 "	12711	" protein_coding "	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11504 "	" AKTIP "	13371	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11505 "	" NUDT21 "	23066	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11506 "	" COQ7 "	12496	" protein_coding "	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11507 "	" GPRC5B "	29476	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11508 "	" NOD2 "	40453	" protein_coding "	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"gen11509 "	" SNX20 "	15053	" protein_coding "	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11510 "	" PRRT2 "	4510	" protein_coding "	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11511 "	" ZNF668 "	13477	" protein_coding "	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11512 "	" ZNF646 "	9774	" protein_coding "	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11513 "	" VKORC1 "	5138	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11514 "	" KCTD5 "	26555	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11515 "	" SRRM2 "	20209	" protein_coding "	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11516 "	" ZNF597 "	11120	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11517 "	" NLRC3 "	38367	" protein_coding "	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11518 "	" ANKS3 "	37868	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11519 "	" NUDT16L1 "	2165	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11520 "	" VASN "	11680	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11521 "	" COG7 "	64687	" protein_coding "	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0
"gen11522 "	" SCNN1B "	103068	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11523 "	" ATXN2L "	14202	" protein_coding "	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11524 "	" XPO6 "	113941	" protein_coding "	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"gen11525 "	" NSMCE1 "	43803	" protein_coding "	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11526 "	" NPIPB12 "	22357	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11527 "	" CD2BP2 "	4595	" protein_coding "	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11528 "	" TBC1D10B "	13162	" protein_coding "	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11529 "	" NPIPB3 "	46330	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11530 "	" INO80E "	10499	" protein_coding "	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11531 "	" SPNS1 "	10327	" protein_coding "	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11532 "	" MT1E "	1637	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11533 "	" ITGAM "	72902	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11534 "	" ZNF764 "	4734	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11535 "	" ZNF768 "	2820	" protein_coding "	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11536 "	" TMC7 "	80008	" protein_coding "	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
"gen11537 "	" ARL6IP1 "	10011	" protein_coding "	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11538 "	" NETO2 "	66294	" protein_coding "	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11539 "	" SHCBP1 "	41072	" protein_coding "	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11540 "	" RSL1D1 "	17735	" protein_coding "	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11541 "	" PRSS27 "	8133	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11542 "	" FAM192A "	33650	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11543 "	" IQCK "	142011	" protein_coding "	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11544 "	" SEZ6L2 "	28388	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11545 "	" ASPHD1 "	19489	" protein_coding "	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"gen11546 "	" KCTD13 "	22023	" protein_coding "	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"gen11547 "	" ERCC4 "	32188	" protein_coding "	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11548 "	" RMI2 "	102143	" protein_coding "	5	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"gen11549 "	" ORAI3 "	7395	" protein_coding "	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11550 "	" NUPR1 "	6466	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11551 "	" SGF29 "	37875	" protein_coding "	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11552 "	" ZNF843 "	10567	" protein_coding "	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11553 "	" IRX5 "	3623	" protein_coding "	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11554 "	" NFATC2IP "	16290	" protein_coding "	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11555 "	" CHD9 "	274117	" protein_coding "	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"gen11556 "	" IRX3 "	3459	" protein_coding "	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11557 "	" RABEP2 "	32105	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11558 "	" SH2B1 "	27612	" protein_coding "	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11559 "	" PRSS36 "	11169	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11560 "	" TUFM "	3997	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11561 "	" CIITA "	76799	" protein_coding "	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11562 "	" CDH5 "	38164	" protein_coding "	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11563 "	" PDXDC1 "	164748	" protein_coding "	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11564 "	" SEPHS2 "	2550	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11565 "	" DCTPP1 "	6456	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"gen11566 "	" ZNF771 "	23811	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"gen11567 "	" ZNF48 "	22002	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11568 "	" MYLPF "	7057	" protein_coding "	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11569 "	" SMG1P3 "	73761	" transcribed_unprocessed_pseudogene "	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11570 "	" GINS3 "	111064	" protein_coding "	1	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
"gen11571 "	" DEXI "	13569	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11572 "	" C16orf72 "	29992	" protein_coding "	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11573 "	" ADGRG3 "	21191	" protein_coding "	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11574 "	" ABAT "	110010	" protein_coding "	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"gen11575 "	" NPIPA1 "	29258	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11576 "	" ACSM5 "	31802	" protein_coding "	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11577 "	" SMG1P5 "	67821	" transcribed_unprocessed_pseudogene "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11578 "	" NPIPA5 "	17423	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11579 "	" EIF3C "	47172	" protein_coding "	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11580 "	" APOBR "	4321	" protein_coding "	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11581 "	" TMEM186 "	17264	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11582 "	" NOMO2 "	144886	" protein_coding "	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11583 "	" SOCS1 "	1795	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11584 "	" SMG1P4 "	39818	" transcribed_unprocessed_pseudogene "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11585 "	" MOSMO "	79896	" protein_coding "	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11586 "	" SRL "	52706	" protein_coding "	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11587 "	" NPIPB4 "	46258	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11588 "	" C16orf54 "	3543	" protein_coding "	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11589 "	" ZNF267 "	43599	" protein_coding "	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11590 "	" MKL2 "	195452	" protein_coding "	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11591 "	" MT1X "	1772	" protein_coding "	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11592 "	" USP7 "	72420	" protein_coding "	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11593 "	" DCUN1D3 "	45459	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11594 "	" CLN3 "	21464	" protein_coding "	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11595 "	" SLX4 "	30417	" protein_coding "	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11596 "	" LITAF "	88659	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11597 "	" CCDC189 "	5287	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11598 "	" ATP2A1 "	26104	" protein_coding "	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"gen11599 "	" SIAH1 "	92038	" protein_coding "	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"gen11600 "	" SULT1A1 "	18429	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11601 "	" ERI2 "	120156	" protein_coding "	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
"gen11602 "	" NPIPB10P "	14071	" unprocessed_pseudogene "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11603 "	" METTL9 "	60255	" protein_coding "	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0
"gen11604 "	" ZNF785 "	12031	" protein_coding "	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11605 "	" SULT1A2 "	5166	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11606 "	" ZNF720 "	81640	" protein_coding "	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"gen11607 "	" SPN "	7897	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11608 "	" NPIPB13 "	31573	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11609 "	" NPIPB6 "	20953	" protein_coding "	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11610 "	" MT1F "	3004	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11611 "	" CES1 "	30486	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11612 "	" ADGRG1 "	54928	" protein_coding "	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11613 "	" MT1DP "	1081	" transcribed_unprocessed_pseudogene "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11614 "	" MT1A "	1421	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11615 "	" MT1M "	1753	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11616 "	" CNEP1R1 "	12678	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11617 "	" SMG1P2 "	67398	" unprocessed_pseudogene "	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"gen11618 "	" EIF3CL "	24300	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11619 "	" LCMT1 "	66502	" protein_coding "	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"gen11620 "	" MIR762 "	82	" miRNA "	2	1	0	0	0	0	0	0	1	-1	0	0	0	0	0	0	0	0	0
"gen11621 "	" SLX1A-SULT1A3 "	10418	" processed_transcript "	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11622 "	" SULT1A4 "	5087	" protein_coding "	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11623 "	" LAT "	5957	" protein_coding "	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11624 "	" EMP2 "	52276	" protein_coding "	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
"gen11625 "	" DNASE1 "	68415	" protein_coding "	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"gen11626 "	" NPIPA8 "	18794	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11627 "	" PAM16 "	24058	" protein_coding "	3	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
"gen11628 "	" HNRNPA1P48 "	93696	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11629 "	" RPS27AP16 "	565	" transcribed_processed_pseudogene "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11630 "	" NPIPA3 "	17394	" protein_coding "	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11631 "	" CES1P1 "	33394	" transcribed_unprocessed_pseudogene "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11632 "	" ZNF688 "	3388	" protein_coding "	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11633 "	" HMGN2P3 "	272	" processed_pseudogene "	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
"gen11634 "	" NPIPB2 "	49270	" protein_coding "	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11635 "	" SMG1P1 "	55212	" transcribed_unprocessed_pseudogene "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11636 "	" NPIPB5 "	57400	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11637 "	" PKD1P1 "	23849	" unprocessed_pseudogene "	1	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0
"gen11638 "	" CRNDE "	84000	" lincRNA "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11639 "	" LINC00920 "	3611	" lincRNA "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11640 "	" RRN3P1 "	24304	" transcribed_unprocessed_pseudogene "	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11641 "	" PKD1P6 "	29322	" transcribed_unprocessed_pseudogene "	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11642 "	" RNU1-125P "	128	" snRNA "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11643 "	" NPIPB11 "	22675	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11644 "	" SMG1P6 "	21226	" unprocessed_pseudogene "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11645 "	" PKD1P5 "	27419	" transcribed_unprocessed_pseudogene "	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11646 "	" NPIPA2 "	17347	" protein_coding "	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11647 "	" MT1JP "	1347	" transcribed_unprocessed_pseudogene "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11648 "	" RRN3P3 "	19043	" transcribed_unprocessed_pseudogene "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11649 "	" RAB43P1 "	588	" processed_pseudogene "	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11650 "	" MIR762HG "	19998	" antisense "	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"gen11651 "	" SLX1B-SULT1A4 "	9858	" processed_transcript "	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11652 "	" ITFG1-AS1 "	18424	" antisense "	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11653 "	" ATP2A1-AS1 "	963	" antisense "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"gen11654 "	" LCMT1-AS1 "	25963	" bidirectioNAl_promoter_lncRNA "	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"gen11655 "	" MT1L "	1342	" transcribed_unprocessed_pseudogene "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11656 "	" ERVK13-1 "	13095	" processed_transcript "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11657 "	" CES1P2 "	21996	" unprocessed_pseudogene "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen11658 "	" FBXL19-AS1 "	3950	" antisense "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
