"ensembl_gene_id" 	 "hgnc_symbol" 	 "external_gene_name" 	 "chromosome_name" 	 "start_position" 	 "end_position" 	 "transcript_count" 	 "gene_biotype"
"7517" 	 "ENSG00000197343" 	 "ZNF655" 	 "ZNF655" 	 "7" 	 99558406 	 99576453 	 25 	 "protein_coding"
"7518" 	 "ENSG00000197362" 	 "ZNF786" 	 "ZNF786" 	 "7" 	 149069643 	 149090782 	 2 	 "protein_coding"
"7519" 	 "ENSG00000197448" 	 "GSTK1" 	 "GSTK1" 	 "7" 	 143244093 	 143270854 	 9 	 "protein_coding"
"7520" 	 "ENSG00000197558" 	 "SSPO" 	 "SSPO" 	 "7" 	 149776042 	 149833979 	 11 	 "protein_coding"
"7521" 	 "ENSG00000198420" 	 "TCAF1" 	 "TCAF1" 	 "7" 	 143851375 	 143902198 	 7 	 "protein_coding"
"7522" 	 "ENSG00000198556" 	 "ZNF789" 	 "ZNF789" 	 "7" 	 99472841 	 99503650 	 12 	 "protein_coding"
"7523" 	 "ENSG00000198742" 	 "SMURF1" 	 "SMURF1" 	 "7" 	 99027438 	 99144100 	 4 	 "protein_coding"
"7524" 	 "ENSG00000198839" 	 "ZNF277" 	 "ZNF277" 	 "7" 	 112206588 	 112343096 	 7 	 "protein_coding"
"7525" 	 "ENSG00000198898" 	 "CAPZA2" 	 "CAPZA2" 	 "7" 	 116811070 	 116922049 	 15 	 "protein_coding"
"7526" 	 "ENSG00000204934" 	 "ATP6V0E2-AS1" 	 "ATP6V0E2-AS1" 	 "7" 	 149867697 	 149880610 	 3 	 "antisense"
"7527" 	 "ENSG00000204946" 	 "ZNF783" 	 "ZNF783" 	 "7" 	 149262171 	 149297302 	 5 	 "protein_coding"
"7528" 	 "ENSG00000204947" 	 "ZNF425" 	 "ZNF425" 	 "7" 	 149102784 	 149126346 	 4 	 "protein_coding"
"7529" 	 "ENSG00000204959" 	 "ARHGEF34P" 	 "ARHGEF34P" 	 "7" 	 144272445 	 144286966 	 1 	 "unprocessed_pseudogene"
"7530" 	 "ENSG00000205060" 	 "SLC35B4" 	 "SLC35B4" 	 "7" 	 134289332 	 134317051 	 4 	 "protein_coding"
"7531" 	 "ENSG00000205085" 	 "FAM71F2" 	 "FAM71F2" 	 "7" 	 128672288 	 128687872 	 7 	 "protein_coding"
"7532" 	 "ENSG00000205307" 	 "SAP25" 	 "SAP25" 	 "7" 	 100572228 	 100573820 	 4 	 "protein_coding"
"7533" 	 "ENSG00000205356" 	 "TECPR1" 	 "TECPR1" 	 "7" 	 98214624 	 98252251 	 17 	 "protein_coding"
"7534" 	 "ENSG00000211772" 	 "TRBC2" 	 "TRBC2" 	 "7" 	 142801041 	 142802748 	 1 	 "TR_C_gene"
"7535" 	 "ENSG00000212238" 	 "RNA5SP244" 	 "RNA5SP244" 	 "7" 	 129756266 	 129756377 	 1 	 "rRNA"
"7536" 	 "ENSG00000213199" 	 "ASIC3" 	 "ASIC3" 	 "7" 	 151048292 	 151052756 	 9 	 "protein_coding"
"7537" 	 "ENSG00000213203" 	 "GIMAP1" 	 "GIMAP1" 	 "7" 	 150716557 	 150724284 	 2 	 "protein_coding"
"7538" 	 "ENSG00000213214" 	 "ARHGEF35" 	 "ARHGEF35" 	 "7" 	 144186083 	 144195655 	 1 	 "protein_coding"
"7539" 	 "ENSG00000213261" 	 "EEF1B2P6" 	 "EEF1B2P6" 	 "7" 	 131661952 	 131662624 	 1 	 "processed_pseudogene"
"7540" 	 "ENSG00000213280" 	 "" 	 "AC090114.1" 	 "7" 	 128570241 	 128570688 	 1 	 "processed_pseudogene"
"7541" 	 "ENSG00000213385" 	 "" 	 "AC105052.2" 	 "7" 	 102755146 	 102755939 	 1 	 "processed_pseudogene"
"7542" 	 "ENSG00000213420" 	 "GPC2" 	 "GPC2" 	 "7" 	 100169606 	 100177372 	 5 	 "protein_coding"
"7543" 	 "ENSG00000214022" 	 "REPIN1" 	 "REPIN1" 	 "7" 	 150368189 	 150374044 	 19 	 "protein_coding"
"7544" 	 "ENSG00000214106" 	 "PAXIP1-AS2" 	 "PAXIP1-AS2" 	 "7" 	 154928485 	 154952188 	 4 	 "antisense"
"7545" 	 "ENSG00000214194" 	 "SMIM30" 	 "SMIM30" 	 "7" 	 113116718 	 113118613 	 4 	 "protein_coding"
"7546" 	 "ENSG00000214253" 	 "FIS1" 	 "FIS1" 	 "7" 	 101239458 	 101252316 	 9 	 "protein_coding"
"7547" 	 "ENSG00000214300" 	 "SPDYE3" 	 "SPDYE3" 	 "7" 	 100307702 	 100322196 	 2 	 "protein_coding"
"7548" 	 "ENSG00000214309" 	 "MBLAC1" 	 "MBLAC1" 	 "7" 	 100126694 	 100128498 	 2 	 "protein_coding"
"7549" 	 "ENSG00000214389" 	 "RPS3AP26" 	 "RPS3AP26" 	 "7" 	 98385801 	 98386584 	 1 	 "processed_pseudogene"
"7550" 	 "ENSG00000215374" 	 "FAM66B" 	 "FAM66B" 	 "8" 	 7301611 	 7355354 	 2 	 "lincRNA"
"7551" 	 "ENSG00000216895" 	 "" 	 "AC009403.1" 	 "7" 	 155611231 	 155645205 	 5 	 "antisense"
"7552" 	 "ENSG00000221838" 	 "AP4M1" 	 "AP4M1" 	 "7" 	 100101549 	 100110345 	 17 	 "protein_coding"
"7553" 	 "ENSG00000221866" 	 "PLXNA4" 	 "PLXNA4" 	 "7" 	 132123332 	 132648688 	 5 	 "protein_coding"
"7554" 	 "ENSG00000221909" 	 "FAM200A" 	 "FAM200A" 	 "7" 	 99546308 	 99558536 	 2 	 "protein_coding"
"7555" 	 "ENSG00000222011" 	 "FAM185A" 	 "FAM185A" 	 "7" 	 102748971 	 102809225 	 8 	 "protein_coding"
"7556" 	 "ENSG00000223459" 	 "TCAF1P1" 	 "TCAF1P1" 	 "7" 	 143598039 	 143604839 	 1 	 "unprocessed_pseudogene"
"7557" 	 "ENSG00000223508" 	 "RPL23AP53" 	 "RPL23AP53" 	 "8" 	 213186 	 232231 	 3 	 "transcribed_processed_pseudogene"
"7558" 	 "ENSG00000224138" 	 "" 	 "AC000123.1" 	 "7" 	 127350128 	 127351523 	 1 	 "antisense"
"7559" 	 "ENSG00000224729" 	 "PCOLCE-AS1" 	 "PCOLCE-AS1" 	 "7" 	 100589402 	 100604206 	 2 	 "antisense"
"7560" 	 "ENSG00000224903" 	 "" 	 "AC005534.1" 	 "7" 	 156654185 	 156657693 	 1 	 "antisense"
"7561" 	 "ENSG00000224940" 	 "PRRT4" 	 "PRRT4" 	 "7" 	 128350325 	 128361685 	 7 	 "protein_coding"
"7562" 	 "ENSG00000226380" 	 "" 	 "AC016831.1" 	 "7" 	 130876809 	 130913310 	 3 	 "lincRNA"
"7563" 	 "ENSG00000227053" 	 "" 	 "AC105446.1" 	 "7" 	 101014320 	 101017608 	 2 	 "antisense"
"7564" 	 "ENSG00000227199" 	 "ST7-AS1" 	 "ST7-AS1" 	 "7" 	 116952446 	 116954334 	 1 	 "antisense"
"7565" 	 "ENSG00000228335" 	 "" 	 "AC073063.1" 	 "7" 	 99442890 	 99443496 	 1 	 "processed_pseudogene"
"7566" 	 "ENSG00000228393" 	 "LINC01004" 	 "LINC01004" 	 "7" 	 104950315 	 105013044 	 2 	 "antisense"
"7567" 	 "ENSG00000228775" 	 "WEE2-AS1" 	 "WEE2-AS1" 	 "7" 	 141704338 	 141738346 	 10 	 "antisense"
"7568" 	 "ENSG00000229413" 	 "" 	 "AC018638.1" 	 "7" 	 128653690 	 128654019 	 1 	 "processed_pseudogene"
"7569" 	 "ENSG00000229591" 	 "" 	 "AC006017.1" 	 "7" 	 152120001 	 152121717 	 1 	 "antisense"
"7570" 	 "ENSG00000230383" 	 "" 	 "AC009245.1" 	 "7" 	 137721985 	 137722846 	 1 	 "processed_pseudogene"
"7571" 	 "ENSG00000230626" 	 "" 	 "AC011005.1" 	 "7" 	 129126518 	 129130793 	 1 	 "protein_coding"
"7572" 	 "ENSG00000230715" 	 "" 	 "AC018638.2" 	 "7" 	 128652841 	 128653243 	 1 	 "processed_pseudogene"
"7573" 	 "ENSG00000231167" 	 "YBX1P2" 	 "YBX1P2" 	 "7" 	 105582258 	 105583256 	 1 	 "processed_pseudogene"
"7574" 	 "ENSG00000231721" 	 "LINC-PINT" 	 "LINC-PINT" 	 "7" 	 130938963 	 131110176 	 22 	 "processed_transcript"
"7575" 	 "ENSG00000231840" 	 "" 	 "AC073342.1" 	 "7" 	 143255264 	 143287380 	 2 	 "antisense"
"7576" 	 "ENSG00000231859" 	 "" 	 "AC079781.1" 	 "7" 	 97906429 	 97906822 	 1 	 "processed_pseudogene"
"7577" 	 "ENSG00000232385" 	 "RPS3AP25" 	 "RPS3AP25" 	 "7" 	 94695027 	 94695819 	 1 	 "processed_pseudogene"
"7578" 	 "ENSG00000232533" 	 "" 	 "AC093673.1" 	 "7" 	 143379692 	 143380495 	 1 	 "antisense"
"7579" 	 "ENSG00000233025" 	 "CRYZP1" 	 "CRYZP1" 	 "7" 	 103088664 	 103089610 	 1 	 "processed_pseudogene"
"7580" 	 "ENSG00000233297" 	 "RASA4DP" 	 "RASA4DP" 	 "7" 	 102681836 	 102690469 	 1 	 "unprocessed_pseudogene"
"7581" 	 "ENSG00000234927" 	 "HMGN1P18" 	 "HMGN1P18" 	 "7" 	 121050927 	 121051203 	 1 	 "processed_pseudogene"
"7582" 	 "ENSG00000235354" 	 "RPS29P16" 	 "RPS29P16" 	 "7" 	 103348601 	 103348771 	 1 	 "processed_pseudogene"
"7583" 	 "ENSG00000236753" 	 "MKLN1-AS" 	 "MKLN1-AS" 	 "7" 	 131309744 	 131328222 	 6 	 "processed_transcript"
"7584" 	 "ENSG00000237513" 	 "" 	 "AC007384.1" 	 "7" 	 104941063 	 104962334 	 2 	 "lincRNA"
"7585" 	 "ENSG00000237813" 	 "" 	 "AC002066.1" 	 "7" 	 116238260 	 116499465 	 2 	 "antisense"
"7586" 	 "ENSG00000237821" 	 "" 	 "AC083873.1" 	 "7" 	 133169416 	 133170514 	 1 	 "processed_pseudogene"
"7587" 	 "ENSG00000238072" 	 "" 	 "AC009244.1" 	 "7" 	 129410113 	 129410370 	 1 	 "processed_pseudogene"
"7588" 	 "ENSG00000238228" 	 "OR7E7P" 	 "OR7E7P" 	 "7" 	 97946987 	 97947998 	 1 	 "unprocessed_pseudogene"
"7589" 	 "ENSG00000239419" 	 "RN7SL535P" 	 "RN7SL535P" 	 "7" 	 143290615 	 143290910 	 1 	 "misc_RNA"
"7590" 	 "ENSG00000239521" 	 "CASTOR3" 	 "CASTOR3" 	 "7" 	 100200653 	 100272218 	 11 	 "protein_coding"
"7591" 	 "ENSG00000239569" 	 "KMT2E-AS1" 	 "KMT2E-AS1" 	 "7" 	 105013425 	 105014321 	 1 	 "antisense"
"7592" 	 "ENSG00000239719" 	 "" 	 "AC004890.1" 	 "7" 	 149191043 	 149191223 	 1 	 "processed_pseudogene"
"7593" 	 "ENSG00000239839" 	 "DEFA3" 	 "DEFA3" 	 "8" 	 7015869 	 7018301 	 1 	 "protein_coding"
"7594" 	 "ENSG00000239911" 	 "PRKAG2-AS1" 	 "PRKAG2-AS1" 	 "7" 	 151877042 	 151879223 	 2 	 "antisense"
"7595" 	 "ENSG00000239969" 	 "" 	 "AC091390.4" 	 "7" 	 102364162 	 102380633 	 3 	 "transcribed_unprocessed_pseudogene"
"7596" 	 "ENSG00000240211" 	 "" 	 "AC092849.1" 	 "7" 	 100436204 	 100438504 	 1 	 "antisense"
"7597" 	 "ENSG00000240322" 	 "RN7SL481P" 	 "RN7SL481P" 	 "7" 	 143298516 	 143298814 	 1 	 "misc_RNA"
"7598" 	 "ENSG00000240449" 	 "" 	 "AC005586.1" 	 "7" 	 150363777 	 150372590 	 1 	 "antisense"
"7599" 	 "ENSG00000240571" 	 "" 	 "AC087071.2" 	 "7" 	 130173718 	 130205361 	 1 	 "antisense"
"7600" 	 "ENSG00000240758" 	 "" 	 "AC010655.2" 	 "7" 	 128455937 	 128469197 	 1 	 "processed_transcript"
"7601" 	 "ENSG00000240889" 	 "NDUFB2-AS1" 	 "NDUFB2-AS1" 	 "7" 	 140695336 	 140697077 	 1 	 "antisense"
"7602" 	 "ENSG00000241007" 	 "SEPT7P6" 	 "SEPT7P6" 	 "7" 	 152367519 	 152368661 	 1 	 "processed_pseudogene"
"7603" 	 "ENSG00000241134" 	 "BET1P1" 	 "BET1P1" 	 "7" 	 150749736 	 150750094 	 1 	 "processed_pseudogene"
"7604" 	 "ENSG00000241357" 	 "" 	 "AC092849.2" 	 "7" 	 100435257 	 100436510 	 1 	 "antisense"
"7605" 	 "ENSG00000241468" 	 "ATP5MF" 	 "ATP5MF" 	 "7" 	 99448475 	 99466331 	 12 	 "protein_coding"
"7606" 	 "ENSG00000241685" 	 "ARPC1A" 	 "ARPC1A" 	 "7" 	 99325910 	 99366262 	 5 	 "protein_coding"
"7607" 	 "ENSG00000241764" 	 "" 	 "AC002467.1" 	 "7" 	 107742817 	 107744581 	 3 	 "antisense"
"7608" 	 "ENSG00000242261" 	 "" 	 "AC018635.1" 	 "7" 	 128306649 	 128307678 	 1 	 "processed_pseudogene"
"7609" 	 "ENSG00000242294" 	 "STAG3L5P" 	 "STAG3L5P" 	 "7" 	 100336079 	 100351900 	 7 	 "transcribed_unprocessed_pseudogene"
"7610" 	 "ENSG00000242588" 	 "" 	 "AC108010.1" 	 "7" 	 128574751 	 128622694 	 1 	 "processed_transcript"
"7611" 	 "ENSG00000242607" 	 "RPS3AP34" 	 "RPS3AP34" 	 "8" 	 12570350 	 12571130 	 1 	 "processed_pseudogene"
"7612" 	 "ENSG00000242798" 	 "" 	 "AC073842.2" 	 "7" 	 100115214 	 100127139 	 1 	 "antisense"
"7613" 	 "ENSG00000242902" 	 "FLNC-AS1" 	 "FLNC-AS1" 	 "7" 	 128850162 	 128862626 	 1 	 "antisense"
"7614" 	 "ENSG00000243018" 	 "" 	 "AC005486.1" 	 "7" 	 151249325 	 151254390 	 1 	 "antisense"
"7615" 	 "ENSG00000243230" 	 "" 	 "AC011005.4" 	 "7" 	 129209775 	 129213545 	 1 	 "antisense"
"7616" 	 "ENSG00000243302" 	 "" 	 "AC018638.4" 	 "7" 	 128651185 	 128652334 	 1 	 "processed_pseudogene"
"7617" 	 "ENSG00000243317" 	 "STMP1" 	 "STMP1" 	 "7" 	 135662496 	 135693418 	 4 	 "protein_coding"
"7618" 	 "ENSG00000243554" 	 "" 	 "AC004967.1" 	 "7" 	 97969005 	 97972254 	 1 	 "transcribed_unprocessed_pseudogene"
"7619" 	 "ENSG00000243679" 	 "" 	 "AC018638.5" 	 "7" 	 128653969 	 128654722 	 1 	 "processed_pseudogene"
"7620" 	 "ENSG00000243836" 	 "WDR86-AS1" 	 "WDR86-AS1" 	 "7" 	 151409161 	 151413354 	 4 	 "processed_transcript"
"7621" 	 "ENSG00000243896" 	 "OR2A7" 	 "OR2A7" 	 "7" 	 144257663 	 144264792 	 2 	 "protein_coding"
"7622" 	 "ENSG00000244151" 	 "" 	 "AC010973.2" 	 "7" 	 151074742 	 151076530 	 1 	 "antisense"
"7623" 	 "ENSG00000244198" 	 "" 	 "AC004889.1" 	 "7" 	 144194858 	 144280547 	 8 	 "antisense"
"7624" 	 "ENSG00000244218" 	 "RN7SL81P" 	 "RN7SL81P" 	 "7" 	 128761338 	 128761598 	 1 	 "misc_RNA"
"7625" 	 "ENSG00000244219" 	 "TMEM225B" 	 "TMEM225B" 	 "7" 	 99598066 	 99610813 	 3 	 "protein_coding"
"7626" 	 "ENSG00000244479" 	 "OR2A1-AS1" 	 "OR2A1-AS1" 	 "7" 	 144300395 	 144356181 	 10 	 "antisense"
"7627" 	 "ENSG00000244560" 	 "" 	 "AC004890.2" 	 "7" 	 149285281 	 149297312 	 6 	 "transcribed_unprocessed_pseudogene"
"7628" 	 "ENSG00000244701" 	 "" 	 "AC004918.1" 	 "7" 	 141652381 	 141656810 	 1 	 "antisense"
"7629" 	 "ENSG00000246089" 	 "" 	 "AC016065.1" 	 "8" 	 6403551 	 6407142 	 3 	 "antisense"
"7630" 	 "ENSG00000246477" 	 "" 	 "AF131216.1" 	 "8" 	 11315859 	 11325429 	 1 	 "antisense"
"7631" 	 "ENSG00000248896" 	 "" 	 "AC105001.1" 	 "8" 	 10729314 	 10771392 	 2 	 "antisense"
"7632" 	 "ENSG00000249898" 	 "MCPH1-AS1" 	 "MCPH1-AS1" 	 "8" 	 6618475 	 6708209 	 4 	 "antisense"
"7633" 	 "ENSG00000250305" 	 "TRMT9B" 	 "TRMT9B" 	 "8" 	 12945642 	 13031503 	 9 	 "protein_coding"
"7634" 	 "ENSG00000250474" 	 "WBP1LP2" 	 "WBP1LP2" 	 "7" 	 107628553 	 107629550 	 1 	 "processed_pseudogene"
"7635" 	 "ENSG00000251728" 	 "" 	 "RF00019" 	 "7" 	 140094697 	 140094792 	 1 	 "misc_RNA"
"7636" 	 "ENSG00000253276" 	 "CCDC71L" 	 "CCDC71L" 	 "7" 	 106656765 	 106660996 	 2 	 "protein_coding"
"7637" 	 "ENSG00000253641" 	 "" 	 "AC104964.1" 	 "8" 	 10474565 	 10481974 	 3 	 "lincRNA"
"7638" 	 "ENSG00000253764" 	 "" 	 "AC019257.1" 	 "8" 	 1972570 	 1974637 	 2 	 "lincRNA"
"7639" 	 "ENSG00000253958" 	 "CLDN23" 	 "CLDN23" 	 "8" 	 8701938 	 8704106 	 1 	 "protein_coding"
"7640" 	 "ENSG00000253982" 	 "" 	 "AC100810.1" 	 "8" 	 1761990 	 1764502 	 3 	 "antisense"
"7641" 	 "ENSG00000254093" 	 "PINX1" 	 "PINX1" 	 "8" 	 10764963 	 10839884 	 8 	 "protein_coding"
"7642" 	 "ENSG00000254340" 	 "" 	 "AC022784.7" 	 "8" 	 9141424 	 9145435 	 2 	 "antisense"
"7643" 	 "ENSG00000255122" 	 "" 	 "AC068587.2" 	 "8" 	 12580287 	 12581063 	 1 	 "processed_pseudogene"
"7644" 	 "ENSG00000255310" 	 "" 	 "AF131215.5" 	 "8" 	 11107788 	 11109726 	 1 	 "sense_intronic"
"7645" 	 "ENSG00000255495" 	 "" 	 "AC145124.1" 	 "8" 	 12194467 	 12196280 	 1 	 "antisense"
"7646" 	 "ENSG00000257093" 	 "KIAA1147" 	 "KIAA1147" 	 "7" 	 141656728 	 141702153 	 2 	 "protein_coding"
"7647" 	 "ENSG00000257923" 	 "CUX1" 	 "CUX1" 	 "7" 	 101815904 	 102283958 	 23 	 "protein_coding"
"7648" 	 "ENSG00000260231" 	 "JHDM1D-AS1" 	 "JHDM1D-AS1" 	 "7" 	 140177184 	 140179640 	 1 	 "bidirectional_promoter_lncRNA"
"7649" 	 "ENSG00000261455" 	 "LINC01003" 	 "LINC01003" 	 "7" 	 152463786 	 152465549 	 1 	 "lincRNA"
"7650" 	 "ENSG00000269899" 	 "" 	 "AC025857.2" 	 "8" 	 11846154 	 11846391 	 1 	 "sense_intronic"
"7651" 	 "ENSG00000269918" 	 "" 	 "AF131215.6" 	 "8" 	 11104691 	 11106704 	 1 	 "sense_intronic"
"7652" 	 "ENSG00000270157" 	 "" 	 "AC004918.3" 	 "7" 	 141662922 	 141663846 	 1 	 "sense_intronic"
"7653" 	 "ENSG00000270923" 	 "TAS2R6P" 	 "TAS2R6P" 	 "7" 	 141787815 	 141788640 	 1 	 "processed_pseudogene"
"7654" 	 "ENSG00000270953" 	 "" 	 "AC007938.3" 	 "7" 	 130507660 	 130508282 	 1 	 "antisense"
"7655" 	 "ENSG00000271344" 	 "" 	 "AC018638.6" 	 "7" 	 128690451 	 128691717 	 1 	 "lincRNA"
"7656" 	 "ENSG00000271553" 	 "" 	 "AC018638.7" 	 "7" 	 128667043 	 128668156 	 1 	 "lincRNA"
"7657" 	 "ENSG00000271664" 	 "" 	 "AC004890.3" 	 "7" 	 149275619 	 149277992 	 1 	 "unprocessed_pseudogene"
"7658" 	 "ENSG00000272072" 	 "" 	 "AC004492.1" 	 "7" 	 107192559 	 107193300 	 1 	 "antisense"
"7659" 	 "ENSG00000272240" 	 "" 	 "AC004908.1" 	 "8" 	 234347 	 234887 	 1 	 "antisense"
"7660" 	 "ENSG00000272267" 	 "" 	 "AC021242.3" 	 "8" 	 9555144 	 9556520 	 1 	 "antisense"
"7661" 	 "ENSG00000272293" 	 "" 	 "AC083964.1" 	 "8" 	 450714 	 451343 	 1 	 "antisense"
"7662" 	 "ENSG00000272505" 	 "" 	 "AC104964.4" 	 "8" 	 10486807 	 10489666 	 1 	 "lincRNA"
"7663" 	 "ENSG00000272604" 	 "" 	 "AC073073.2" 	 "7" 	 105571083 	 105573660 	 1 	 "antisense"
"7664" 	 "ENSG00000272661" 	 "" 	 "AC021097.1" 	 "7" 	 151240399 	 151240972 	 1 	 "antisense"
"7665" 	 "ENSG00000272686" 	 "" 	 "AC006333.2" 	 "7" 	 123749068 	 123751166 	 1 	 "antisense"
"7666" 	 "ENSG00000272752" 	 "STAG3L5P-PVRIG2P-PILRB" 	 "STAG3L5P-PVRIG2P-PILRB" 	 "7" 	 100336104 	 100367831 	 5 	 "processed_transcript"
"7667" 	 "ENSG00000272760" 	 "" 	 "AC093726.1" 	 "7" 	 154951226 	 154952188 	 1 	 "antisense"
"7668" 	 "ENSG00000272812" 	 "" 	 "AC004908.2" 	 "8" 	 233119 	 233692 	 1 	 "sense_intronic"
"7669" 	 "ENSG00000272899" 	 "" 	 "AC025594.2" 	 "7" 	 128866308 	 128872044 	 1 	 "protein_coding"
"7670" 	 "ENSG00000272918" 	 "" 	 "AC005070.3" 	 "7" 	 105102838 	 105105483 	 1 	 "antisense"
"7671" 	 "ENSG00000272941" 	 "" 	 "AC083862.2" 	 "7" 	 135168403 	 135169547 	 1 	 "antisense"
"7672" 	 "ENSG00000272949" 	 "" 	 "AC093668.2" 	 "7" 	 102483344 	 102543764 	 1 	 "protein_coding"
"7673" 	 "ENSG00000272950" 	 "" 	 "AC093799.1" 	 "7" 	 98322853 	 98323430 	 1 	 "antisense"
"7674" 	 "ENSG00000273055" 	 "" 	 "AC005046.1" 	 "7" 	 107942116 	 107942740 	 1 	 "antisense"
"7675" 	 "ENSG00000273117" 	 "" 	 "AC144652.1" 	 "7" 	 155295918 	 155297541 	 1 	 "lincRNA"
"7676" 	 "ENSG00000273138" 	 "" 	 "AC005021.1" 	 "7" 	 95416108 	 95416462 	 1 	 "antisense"
"7677" 	 "ENSG00000273183" 	 "" 	 "AC093726.2" 	 "7" 	 154956429 	 154957107 	 1 	 "antisense"
"7678" 	 "ENSG00000273184" 	 "" 	 "AC010655.4" 	 "7" 	 128455840 	 128493859 	 1 	 "processed_transcript"
"7679" 	 "ENSG00000273270" 	 "" 	 "AC090114.2" 	 "7" 	 128524016 	 128531069 	 1 	 "lincRNA"
"7680" 	 "ENSG00000273314" 	 "" 	 "AC005229.4" 	 "7" 	 148696467 	 148698664 	 1 	 "antisense"
"7681" 	 "ENSG00000273320" 	 "" 	 "AC007032.1" 	 "7" 	 106285480 	 106286326 	 1 	 "antisense"
"7682" 	 "ENSG00000273329" 	 "" 	 "AC078846.1" 	 "7" 	 129604548 	 129611630 	 1 	 "lincRNA"
"7683" 	 "ENSG00000273344" 	 "PAXIP1-AS1" 	 "PAXIP1-AS1" 	 "7" 	 155003448 	 155005703 	 1 	 "lincRNA"
"7684" 	 "ENSG00000273391" 	 "" 	 "AC083880.1" 	 "7" 	 139359032 	 139359566 	 1 	 "antisense"
"7685" 	 "ENSG00000273402" 	 "" 	 "AC004908.3" 	 "8" 	 237045 	 237669 	 1 	 "antisense"
"7686" 	 "ENSG00000273419" 	 "" 	 "AC004877.1" 	 "7" 	 149858400 	 149862492 	 1 	 "antisense"
"7687" 	 "ENSG00000273489" 	 "" 	 "AC008264.2" 	 "7" 	 131493964 	 131497694 	 1 	 "antisense"
"7688" 	 "ENSG00000003989" 	 "SLC7A2" 	 "SLC7A2" 	 "8" 	 17497088 	 17570573 	 6 	 "protein_coding"
"7689" 	 "ENSG00000008853" 	 "RHOBTB2" 	 "RHOBTB2" 	 "8" 	 22987417 	 23020199 	 8 	 "protein_coding"
"7690" 	 "ENSG00000008988" 	 "RPS20" 	 "RPS20" 	 "8" 	 56067295 	 56074581 	 12 	 "protein_coding"
"7691" 	 "ENSG00000012232" 	 "EXTL3" 	 "EXTL3" 	 "8" 	 28600469 	 28755599 	 14 	 "protein_coding"
"7692" 	 "ENSG00000019549" 	 "SNAI2" 	 "SNAI2" 	 "8" 	 48917604 	 48921740 	 3 	 "protein_coding"
"7693" 	 "ENSG00000020181" 	 "ADGRA2" 	 "ADGRA2" 	 "8" 	 37784191 	 37844896 	 3 	 "protein_coding"
"7694" 	 "ENSG00000023287" 	 "RB1CC1" 	 "RB1CC1" 	 "8" 	 52622456 	 52745843 	 10 	 "protein_coding"
"7695" 	 "ENSG00000029534" 	 "ANK1" 	 "ANK1" 	 "8" 	 41653220 	 41896762 	 14 	 "protein_coding"
"7696" 	 "ENSG00000034677" 	 "RNF19A" 	 "RNF19A" 	 "8" 	 100257060 	 100336218 	 15 	 "protein_coding"
"7697" 	 "ENSG00000035681" 	 "NSMAF" 	 "NSMAF" 	 "8" 	 58583504 	 58659844 	 17 	 "protein_coding"
"7698" 	 "ENSG00000038945" 	 "MSR1" 	 "MSR1" 	 "8" 	 16107878 	 16567490 	 14 	 "protein_coding"
"7699" 	 "ENSG00000040341" 	 "STAU2" 	 "STAU2" 	 "8" 	 73420369 	 73747708 	 29 	 "protein_coding"
"7700" 	 "ENSG00000042832" 	 "TG" 	 "TG" 	 "8" 	 132866958 	 133134903 	 20 	 "protein_coding"
"7701" 	 "ENSG00000042980" 	 "ADAM28" 	 "ADAM28" 	 "8" 	 24294040 	 24359018 	 12 	 "protein_coding"
"7702" 	 "ENSG00000046889" 	 "PREX2" 	 "PREX2" 	 "8" 	 67952118 	 68237030 	 5 	 "protein_coding"
"7703" 	 "ENSG00000047249" 	 "ATP6V1H" 	 "ATP6V1H" 	 "8" 	 53715557 	 53843558 	 19 	 "protein_coding"
"7704" 	 "ENSG00000048392" 	 "RRM2B" 	 "RRM2B" 	 "8" 	 102204502 	 102239118 	 11 	 "protein_coding"
"7705" 	 "ENSG00000061337" 	 "LZTS1" 	 "LZTS1" 	 "8" 	 20246165 	 20303963 	 4 	 "protein_coding"
"7706" 	 "ENSG00000064313" 	 "TAF2" 	 "TAF2" 	 "8" 	 119730775 	 119832863 	 9 	 "protein_coding"
"7707" 	 "ENSG00000066777" 	 "ARFGEF1" 	 "ARFGEF1" 	 "8" 	 67173511 	 67343677 	 8 	 "protein_coding"
"7708" 	 "ENSG00000066855" 	 "MTFR1" 	 "MTFR1" 	 "8" 	 65644734 	 65771261 	 15 	 "protein_coding"
"7709" 	 "ENSG00000067167" 	 "TRAM1" 	 "TRAM1" 	 "8" 	 70573442 	 70608387 	 5 	 "protein_coding"
"7710" 	 "ENSG00000070501" 	 "POLB" 	 "POLB" 	 "8" 	 42338454 	 42371808 	 17 	 "protein_coding"
"7711" 	 "ENSG00000070718" 	 "AP3M2" 	 "AP3M2" 	 "8" 	 42152946 	 42171673 	 17 	 "protein_coding"
"7712" 	 "ENSG00000070756" 	 "PABPC1" 	 "PABPC1" 	 "8" 	 100685816 	 100722809 	 24 	 "protein_coding"
"7713" 	 "ENSG00000076554" 	 "TPD52" 	 "TPD52" 	 "8" 	 80034745 	 80231232 	 29 	 "protein_coding"
"7714" 	 "ENSG00000076641" 	 "PAG1" 	 "PAG1" 	 "8" 	 80967810 	 81112068 	 4 	 "protein_coding"
"7715" 	 "ENSG00000077782" 	 "FGFR1" 	 "FGFR1" 	 "8" 	 38411138 	 38468834 	 41 	 "protein_coding"
